,SMILES,bace,esol,logD
3969,COCCN1CC(CNC(=O)C2=C(Cl)C(O)=CC(Cl)=C2OC)CC1=O,,,
3970,CCC(COCC(F)(F)F)NC(=O)NC1CN(C)C2(CCOCC2)C1,,,
3971,COCCC1=CC=C(S(=O)(=O)N2CCN3CC(F)(F)C[C@H]3C2)C=C1,,,
3972,COC(=O)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCN(C(=O)C2=CC=CS2)CC1,,,
3973,CN1CC2=CC=CC=C2C(NC(=O)NC2=CC=CC=C2N(C)C2CCCC2)C1,,,
3974,CSC(C)CC(=O)N1CCCC(CNC(=O)C23CC4CC(CC(C4)C2)C3)C1,,,
3975,O=C(N1CC2(CCOCC2)C1C1CC1)C1(C2=CC=CC=N2)CC1,,,
3976,CC1=NOC(C2CC(NC(C3=CC=CC=C3)C3=NC4=CC=CC=C4S3)C2)=N1,,,
3977,CC1=CC=CC(F)=C1S(=O)(=O)NCC1=CC=CC=C1CN(C)C1CCCCC1,,,
3978,CN1C=CN=C1COC1=CC=C(COC(=O)C2CC(C3=CC=CC(Cl)=C3F)=NO2)C=C1,,,
3979,CC(NC1COCC2=CC=CC=C21)C1CC2CCC1C2,,,
3980,CC1=CN=CC=C1C(=O)N1C2CCCC1CC(NC(=O)C(C)CC1=CC=CO1)C2,,,
3981,COC(=O)C1=CN=C(NCC(C)OC2=CC=CC(C)=C2)N=C1,,,
3982,COC(=O)C1=CC(Cl)=NN=C1NCCN1C(=O)CC2=CC=CC=C21,,,
3983,CC(C)OC1=CC=C2N=CC=C(N3CCCN4N=C(CO)C=C4C3)C2=C1,,,
3984,CCN(C1=NC=C(F)C=N1)C1CCN(C(=O)C2=C(F)C=CC=C2NC(C)=O)C1,,,
3985,CN1C=NN=C1CN1C2CCC1CC(NC(=O)C1=CC=C3OCC(=O)NC3=C1)C2,,,
3986,COC1=CC=C2C(=C1)C=CN2CC(=O)NC(C)(C)C1=CC=C(F)C(C(F)(F)F)=C1,,,
3987,CC1=NOC(C(=O)N(C)C(C)CNC(=O)C2=CC3=CC=CC=C3[NH]C2=O)=C1,,,
3988,CC1=C(CNC(=O)C23CCCC2CCC3)OC=C1,,,
3989,COC(=O)CN1C=C(S(=O)(=O)NCCC2=NC=CN2C(F)F)C=N1,,,
3990,CC(OC(=O)C1=CCC(C)(C)CC1)C1=NN=C[NH]1,,,
3991,COCCC(NCC1=CC=C(C(=O)NC2=CC=CC=C2)C=C1)C1=CC=CO1,,,
3992,CC1=CC=C(C(C)C(=O)N2CC(O)(CNC(=O)C3=CC=CC(F)=C3Cl)C2)O1,,,
3993,CC(C)CC1=C[NH]C(C(=O)N2CCC3(CCCN(CCC(F)(F)F)C3)C2)=C1,,,
3994,CC1CN(C(=O)CSCC2=NN=C(C3CC3)N2C2CC2)CC(C)(C)O1,,,
3995,COC1=CC=C2SC(CNC3(C4CCCO4)CC3)=CC2=C1,,,
3996,CC1=C(C(=O)NCCC(C)NC2=NC=NC=C2Cl)CCCO1,,,
3997,CC1=C(C)C2=NC=CC=C2C(NC(C)C2CCS(=O)(=O)CC2)=C1,,,
3998,CC1=NOC(C2CCC(NCC(CO)CC3=CC=C(OC(F)(F)F)C=C3)CC2)=N1,,,
3999,CCN(C)S(=O)(=O)N1CCCC(C(C)=O)C1,,,
4000,CCCN(CCNC(=O)[C@@H]1CCN(C)[C@@H]1C)CCC1CCCO1,,,
4001,CC(C)CC(CO)CNC1CC(C2=CC=CC(Cl)=C2)C1,,,
4002,CCC1=C(C(=O)N2CCC(N3N=C(C)N=C3N)CC2)OC2=CC=CC=C12,,,
4003,CC1=NN(C(F)F)C(C)=C1NC(=O)NC(CC1=CC=C(F)C=C1)C(C)C,,,
4004,O=C(NC1CCN(CCC2=CC=CC=C2F)CC1)C1=C(C2CC2)N=NS1,,,
4005,CC(C)CNC(=O)N1CCCC(CC(=O)N[C@@H]2C[C@H]2C2=CN(C3=CC=CC=C3)N=C2)C1,,,
4006,O=C(C1=CC2=C(OCO2)C(Cl)=C1)N1CCC(O)(C2=C[NH]N=N2)C1,,,
4007,COC(C)(CNC1=NSC(SC)=N1)C1CC1,,,
4008,O=C(COC(=O)C(CO)NC(=O)C1=CC=CC=C1)NC1C2CC3CC(C2)CC1C3,,,
4009,CC1=C(C(=O)NC(C)C2=CC=C(S(C)=O)C=C2)OC(C(=O)O)=C1,,,
4010,O=S(CCCC1CCCC1)CC1=NC(C2=CC=CC=C2)=NO1,,,
4011,COC1=CC=CC(C(=O)N2C[C@H]3[C@H](NC(=O)COC4=C(C)N(C)N=C4C)[C@H]3C2)=N1,,,
4012,CN(CC(C)(C)CNC(=O)C1=C(N2C=CN=N2)C=CS1)C(=O)C1CCCO1,,,
4013,CC(CCNC(=O)CCC1=CC=CC=C1Cl)NC(=O)C1=NOC(C2CC2)=C1,,,
4014,CC1=C(F)C=C(Cl)C2=C1CCCN2C(=O)C1=CC=CC2=C1NC(=O)CO2,,,
4015,COCC(NC(=O)N1CC2=CC=CC=C2C1)(C(=O)OC)C1=CC=CC=C1,,,
4016,CC(C)(C)OC(=O)N(C1CC1)C1(C(=O)N2CC(C)(C)OC(C)(C(F)(F)F)C2)CCC1,,,
4017,CCCN1N=CC(C(=O)NCCC2CCCCN2C2=NC(Cl)=CN=C2)=C1C,,,
4018,CCOC1CC1C(=O)N1CCC(O)CC12CCC2,,,
4019,COCC1(C(=O)OCC2(O)CCCN(CC3=CC=CC=C3)C2)CCOCC1,,,
4020,CC1=CC(CNCC2=NC(C)=C3C=CC=CC3=N2)=CC(C)=C1OCC(=O)O,,,
4021,COC(=O)CC1=CC(Br)=CC=C1S(=O)(=O)N1CCN(C2=CC=C(C)C=C2)C(=O)C1,,,
4022,CN(CC1=CC=CC=C1OC1=CC(F)=CC=C1)C1=CC=CC(O)=C1,,,
4023,CC1=CC=C(CC(CO)NC(=O)C2(C)CC(C3=CC=CC=C3Cl)=NO2)C=C1C,,,
4024,CN(CC(=O)NC1CC=C(C2=CC=C(F)C=C2)CC1)C(=O)C1=CC=C(Br)O1,,,
4025,CC1=CC(C)=C(S(=O)(=O)NC2CCC3=CC=C(C(C)C)C=C32)C(C)=C1NS(C)(=O)=O,,,
4026,CCN1N=CC(C(=O)NCC2(O)CN(C(C)C(=O)N(C)C)C2)=C1C1CC1,,,
4027,O=C(NC1=CC=CC=C1)C1=CC=C(NC(CCO)C2=CC=CS2)N=N1,,,
4028,COC(=O)C1=N[NH]C(NC(=O)C2=C(C3=CC=CC=C3)N(C(C)C)N=C2)=C1C,,,
4029,COC1=CC=CC=C1CC(=O)NC1(C)CCN(C(C)C2=C(F)C=CC=C2F)C1,,,
4030,O=C(CN1CCOCC1)N1CCN(C(=O)C2CC3CC2C2CC32)CC1,,,
4031,CC1=CC(C)=C(C=CCNC2=CC=CC(C3=NN=C4CCCN43)=C2)C=C1C,,,
4032,CC1=NN=C2CN(C(=O)C3=C[NH]C(C(C)C)=N3)CCN12,,,
4033,O=C(NC1=CC2=C(C=C1SC1=CC=CC=C1)OCCO2)C1=COC2=C1C(=O)CCC2,,,
4034,CC1=CC=CC=C1C(C)(C)CNC(=O)C1CNCC(C)C1,,,
4035,CSC1=CC=CC=C1CN(C)C(C)C1=NOC(C)=N1,,,
4036,CC1(F)CC(NCC2=CC=CC(C(F)(F)F)=C2)C1,,,
4037,COC1=CC=C(CC(=O)N2C[C@@H]3C[C@H]2CN3C(=O)C2=CC=C(Cl)S2)N=C1,,,
4038,C1=CC(C2=NN=C3CCCN32)=CC(NCC2CC3CCC2O3)=C1,,,
4039,CC(SCC1=CC(F)=CC2=C1OCOC2)C1=CN=CC=N1,,,
4040,FC(F)(F)C1CCN1CCOC1=CC=CC(Br)=C1,,,
4041,CCC1=NOC(OCCC(CC)(CC)C(=O)OC)=N1,,,
4042,CC1=C(COC2=CC=CC=C2)C=CC=C1NC(=O)NC1=CC=C(N2CCNC2=O)C=C1,,,
4043,COC1=CC=C(C(=O)N(C)CCN(C)C(=O)C2=CC3=C([NH]2)SC=C3)C(F)=C1,,,
4044,CC(C)C1=CC=CC=C1CNC1=CC=C(N2C=CN=N2)C=C1,,,
4045,O=C(CN1C[C@@H](O)[C@H](NC(=O)C2=CC=C(CN3C=CN=N3)O2)C1)NC1=NC=CS1,,,
4046,CN1C(=O)CC(C(=O)N2CCC=C(C3=CC=CO3)C2)C2=CC=CC=C21,,,
4047,CSC1=NC(C(F)F)=CC(N2CCN(CC3=CSC(C4=CC=C(F)C=C4)=N3)CC2)=N1,,,
4048,N#CC1=CC=C(OC2CCC(NC(=O)C3=CC4=CC=C(Cl)C=C4OC3)CC2)N=C1,,,
4049,CN1C=C(S(=O)(=O)NCC2=CC(C3CC3)=NO2)C=C1C(N)=O,,,
4050,CN(C)C1=CC(CSCC(=O)NC2C3CC4CC(C3)CC2C4)=CC=N1,,,
4051,CC(C(=O)NCC(O)CNC(=O)C1=CSC(Cl)=C1)N1C=CC=N1,,,
4052,CC1OC2=C(C3=NC(COC4=CC=C(Cl)C(F)=C4)=NO3)C=CC=C2NC1=O,,,
4053,O=C(NCC1=CC=CC2=C1OCC2)C1=CC(Br)=CC(N2CCCC2)=C1,,,
4054,CC(OC1CCCCCC1)C(=O)N(C)CCN(C)C(=O)[C@@H]1C[C@H]2CC[C@@H]1O2,,,
4055,CC(C)(C)OC(=O)C(C)(C)CCNC(=O)N[C@@H]1C[C@H]1C1=CC=CC(Br)=C1,,,
4056,CCS(C)(=O)=NC(=O)C1=CC=CC(Br)=C1F,,,
4057,CCC(C)(CC)C(=O)NC(C)CCC(C)(C)C,,,
4058,CCCNC(=O)CN1CCC(NC(=O)NCC2CC3(CCNCC3)CO2)CC1,,,
4059,CC(C)(C)OC(=O)N[C@@H]1C[C@@H]1COC(=O)C1CCOC(C)(C)C1,,,
4060,CCN(CCNC(=O)CC1CCN(CC(F)F)CC1)C1=CC=CC=C1C,,,
4061,CCOC1=CC=C(S(=O)(=O)N(CC(=O)NC2=CC=CC=C2F)CC2=CC=CC=C2F)C(C)=C1,,,
4062,CCCCC(NS(=O)(=O)C1=C(Br)C(Br)=CS1)C1CCC1,,,
4063,O=C1CCCN1C1CCN(C2=NN=C(COC3CCCCC3)N2CC2CC2)C1,,,
4064,NCC1=NC=CN=C1SC1=NC(C2=CC=CC=C2)=C[NH]1,,,
4065,CC(=O)[C@@H]1C[C@H](CC(=O)N2CCC(C)S(=O)(=O)CC2)C1(C)C,,,
4066,CN(C(=O)CC1=CSC=C1)C1(CNC(=O)CC2=CSC=C2)CCC1,,,
4067,CC1=CN=CC(N(CC2=NC=C[NH]2)C(=O)CC2=CC=C3OC(=O)[NH]C3=C2)=C1,,,
4068,CCCC1=NC(C)=C(C(=O)N2CC(CNC(=O)C3(C4=CC=CC=C4C)CC3)C2)O1,,,
4069,COC1=CC(C(=O)NCC(=O)N2CCC(CC(C)(C)C)C2(C)C)=CC(OC)=C1OC,,,
4070,CC(O)(CC(=O)NC[C@H]1CC[C@H](C(N)=O)CC1)C1CC1,,,
4071,CC(C)C(CN(C)C)NC(=O)CC1=CC=C(S(=O)(=O)N(C)C)C=C1,,,
4072,CC1=NOC(C)=C1CC(C)C(=O)OCC1CCN(C2=CN=CC=N2)CC1,,,
4073,CC(C)CCOC1=CC=C(NC(=O)N2CCCC2C2=CC=C(Br)C=N2)N=N1,,,
4074,CC(CC(=O)NS(=O)(=O)C1=CC=C(Br)C=N1)C1CCNCC1,,,
4075,CSCCC(=O)NCCN(C(=O)CCSC)C1CC1,,,
4076,COCC(C)S(=O)(=O)NC(C)C1CC1C1=CC=CC=C1,,,
4077,CC1CCCC(C)N1NC(=O)C1=NC=C(Cl)C=N1,,,
4078,CC1=C(CN(C)C2=CC=CC=C2S(C)(=O)=O)C=CO1,,,
4079,O=C1CCC(CN2CCN(CC3=CC(Cl)=CC=C3)CC2)O1,,,
4080,CO[C@@H]1CS(=O)(=O)[C@H]2CN(C(=O)NCC(C)(C)C3=CC=C(F)C=C3Cl)C[C@@H]12,,,
4081,CCCN(CC)CCN1C(C2=CC=C(OC)C=C2)=NN=C1N(C)C1CCCC(C)C1,,,
4082,CC(CCC(C)(C)C)C(=O)NC1=NN=C(C(C)(C)O)S1,,,
4083,CCC(C(=O)O)N(C(=O)NCC1=CC=C2C(=C1)CCN2CC)C1CC1,,,
4084,CC1CCCC(C)N1NC(=O)C1(C)CCCC1C,,,
4085,CN(C)C(=O)C1CCC(CNC(=O)NC2CN(C)C3(CCOCC3)C2)O1,,,
4086,CC1=CC=CN=C1C(C)NC1CCCS(=O)(=O)C1,,,
4087,CCCNC(=O)CC1=CSC(NC(=O)NC(C)C2=NN=C(C(F)(F)F)[NH]2)=N1,,,
4088,CC1(C)C2CCC(C2)C1C(=O)N1CCC[C@H]1CS(N)(=O)=O,,,
4089,CCC1(CNC(=O)NCC2=CC=C(C3CCCCC3)C=C2)COC1,,,
4090,O=C(C1=CC=C(NS(=O)(=O)C2CC2)C=C1)N1CCNCC(O)C1,,,
4091,CCO[C@H]1C[C@@H](NC(=O)C2=C(C3=CC=CC=C3)OC=C2C)C1,,,
4092,CC(=O)N1CCN(CCOC2=CC=C(CCNC(=O)C3=C(C)N(C4=CC=CC=C4C)N=C3)C=C2)CC1,,,
4093,C1=NC=C2C(C3=CC=C(OC4CC4)C=N3)=C[NH]C2=C1,,,
4094,CCC(C)N1N=CC=C1C(=O)NC1=NN(CC2=CC=C(F)C=C2)C=C1,,,
4095,CC1=CC(C(=O)N2CCC3=C(C2)C(=O)[NH]C=N3)=NN1C(C)C,,,
4096,COC(=O)C1=CN(CCNC(=O)C23CC4CC(CC(O)(C4)C2)C3)N=N1,,,
4097,CCCOC(C(=O)OC1CCN(C2=CN(C)N=C2)C1=O)C1=CC=C(F)C=C1C,,,
4098,CCC(OC1CCCC(C)C1)C(=O)N(CC(C)C)CC(C)(C)C(=O)OC,,,
4099,CC1CN2CCN1CC2C(=O)N1CCC(F)(F)C(C)C1,,,
4100,CC1=NN=C(CN2CCN(C3=CC(S(=O)(=O)N4CCCC4)=CC=N3)CC2)N1C,,,
4101,N#CC1=CC=C(F)C(CN2CCC(CCNC(=O)C3=CC=CN4N=NN=C34)C2)=C1,,,
4102,O=S(=O)(NC1CC2CCC1C2)N1CC2=CC=CC=C2C1,,,
4103,CCCC(C(=O)N(C)CCCN(C)C(=O)C(C)NC(C)=O)C1=CC=CC=C1,,,
4104,NC(=O)C1=CC=C(C(=O)N2CC(CNC(=O)C3(C4CCCCC4)CC3)C2)S1,,,
4105,COCC(=O)NCCC(=O)NC1CN(C(=O)C2(C(F)F)CCC2)CC1C,,,
4106,O=C(CSC1=NC2=CC(Br)=CN=C2[NH]1)NC1=CC=NN1CC1=CC=CS1,,,
4107,CC(C)CC(C)(C)C(=O)N1CCCC(N(C)C(=O)CN2C=C(Cl)C=N2)C1,,,
4108,CC(CC1=CC=C(F)C(Br)=C1)NS(=O)(=O)C1=CC=C2C(=C1)OC(=O)N2C,,,
4109,CN1C=NC=C1CN1CCCC(N(CC2=CC=CC=C2)C(=O)C2CC(C)(C)C2)C1,,,
4110,O=C1CC(C(=O)N2NC(=O)CC2C2=CC=CC=C2)CN1,,,
4111,CC1=CC=C(C=CCC(=O)NC(CCNC(=O)OC(C)(C)C)C(F)F)C=C1,,,
4112,CC(NCC1CCCC(C(F)(F)F)C1)C(C1=CC=CC=C1)N1CCOCC1,,,
4113,N#CC1=C(N2CCC(CN3C=C(Br)C=N3)CC2)C(Cl)=CC=C1,,,
4114,CCC1CN2CCCC2CN1C(=O)NCC(C)(COCC1=CC=CC=C1)OC,,,
4115,COCC1(CCNC(=O)N(C)CCC2=CN=CC=N2)CCOCC1,,,
4116,CC1=C(C(=O)CSC2=NC=CN3C=CN=C23)OC=N1,,,
4117,ClC1=CC=CC(C2CC(NC3=NC=NC4=NC=CC=C34)C2)=C1,,,
4118,O=C1OC(CSCC(O)C2=CC=CC=C2)CC12CC2,,,
4119,O=S(=O)(CC1CCCC1C(F)(F)F)C1CCOC1,,,
4120,CC(CN(C)C(=O)CNS(=O)(=O)C1=C[NH]C(C(N)=O)=C1)C1CCCCC1,,,
4121,CC1=C(C(=O)NC2=NC=C(CC3=CC=C(Br)C=C3)S2)C=NN1C1=N[NH]C(=O)C=C1,,,
4122,COC(=O)C1(C)CN(C2=CC=C(S(=O)(=O)N(C)C)C=N2)CCO1,,,
4123,CC1=CC=C(C2CCN(C(=O)NC(CCN(C)C)C(C)(C)C)C2)C(C)=C1,,,
4124,CC(N)C1CCN(C(=O)C2(C(F)(F)F)CCCCC2)C1,,,
4125,CC(=O)N1CCC2=C(C=C(S(=O)(=O)N(C)CC3=NN=C4C(=O)[NH]C=CN34)S2)C1,,,
4126,C=C(Cl)CN1CCC2(CC1)COC(CNC(=O)CCCN1C=NC=N1)C2,,,
4127,CC1=CC(Cl)=C2C=CC=CC2=C1NC(=O)C1=CN=C(C(F)(F)F)N=C1,,,
4128,CC(SCC(=O)NC1=CC=C(F)C=C1)C(=O)OCCC1=CC=C2OCCC2=C1,,,
4129,CC1=NC(S(=O)(=O)N2CCN(C(=O)NC(C3=C(Cl)C=CC=C3Cl)C3CC3)CC2)=CN1C,,,
4130,CC1=C(C(=O)OC(C)C2=NOC(C3=CC=CC=C3)=N2)OC(C(C)C)=N1,,,
4131,CC(C1=NC=C(Br)C=N1)N1C[C@@H](C)[C@@H](F)C1,,,
4132,CN1CCN(C(=O)C2CC(=O)N(C3=CC=CC(F)=C3)C2)C2=CC=C(Br)C=C21,,,
4133,CC(=O)NCC1(CC(=O)OCC2=CC=C(Br)C=N2)CCCCC1,,,
4134,O=C(NC(CCO)C1=CC=C(Cl)C(Cl)=C1)C1CCOC2(CCOCC2)C1,,,
4135,CC(C)CN(CC(C)(C)C)C(=O)COC1=C(Cl)C=CC=C1Cl,,,
4136,CCN(CC1CCCO1)C(=O)C1=C(Br)N=NN1C,,,
4137,CCC(C)N1CCN(C(=O)C2=COC(CO)=C2)CC1,,,
4138,CC(NCC1=C2OCOC2=CC=C1Br)C1CN(C)CCO1,,,
4139,BrC1=CN=C2C=C(CNCC3=NOC4=C3CCCC4)OC2=C1,,,
4140,COC(=O)C(C1=CC=C(Cl)C=C1)N1CCN(S(=O)(=O)N2CCCCC2C)CC1,,,
4141,CC(C)COC1=CN(C2=CC=CC=C2)N=C1C(=O)N=C1SC=CN1CC1=CC=CC=C1F,,,
4142,CC1=CC=C(C(C)C(O)C(=O)N2CCN3C(C)=NN=C3C2)C=C1,,,
4143,CC(C)(C)OC(=O)C(C)(C)CCNC(=O)N1CC2(CC(C(F)(F)F)C2)C1,,,
4144,CC(NC1=C(C#N)C=NC2=C(F)C=CC(Cl)=C12)C(=O)NCC1=CC=CC=C1,,,
4145,CC(C)(C#N)C1=NN=C(CC2=CC=NC=C2)O1,,,
4146,CN1C=NC2=C3CCCN(C(=O)C4=N[NH]C(C5=C[NH]C6=CC=CC=C56)=C4)C3=CC=C21,,,
4147,CCN1N=CC=C1C1NC(=O)CCC1NC(=O)NC(C)C1=CC=C(OCC2=CC=CC=C2)C(OC)=C1,,,
4148,COC1=CC=C(C(=O)NC2=CC(Br)=CC=C2C(=O)NCC(O)CN2C=CC=N2)C=C1,,,
4149,COC1=CC=CC(OC)=C1OC1CCN(C(=O)C2=CC=C(N3CCNC3=O)C(C)=C2)CC1,,,
4150,CCC1=NOC(CC)=C1CC(=O)N1CCC2(CC1)CC2NC(=O)C1=CN=CN1C,,,
4151,CCC(C1=CC=NC=C1)N(CC)C(=O)COCC1=CC=C(C(F)(F)F)C=C1,,,
4152,COC1(C(F)(F)C(=O)NCCC2=NN=C3C(=O)N(C)CCN23)CCOCC1,,,
4153,CC1(C)C(NS(=O)(=O)C2=CSN=C2C(=O)O)C2CCCOC21,,,
4154,C[C@@H]1CCN(C(=O)C2=CN=CS2)[C@H](CNC(=O)C2=CC(Cl)=C(Cl)N2C)C1,,,
4155,OC(CNCC1=NN(C2=CC=CC=C2)C=C1)(C1=CC=CC(C(F)(F)F)=C1)C(F)(F)F,,,
4156,CCC1=NOC2=NC=C(S(=O)(=O)NC3=NN4CCCCC4=C3)C=C12,,,
4157,CCCC1=NC(C)=C(CN2C(CC(C)C)=NN=C2N(C)C2=CC(OC)=CC(OC)=C2)O1,,,
4158,COC1=CC=C(CCNC2CCCC2C2CCCN2C(=O)OC(C)(C)C)C(OC)=C1OC,,,
4159,C1=NC2=CC=C(NC3CCC34CCCC4)C=C2S1,,,
4160,COC(=O)C(NC(C(=O)NC1=CC=C(C)C=C1)C1=CC=CC=C1)C1CC1,,,
4161,CC(C)C1N(C2=NC3=CC=C(Cl)C=C3S2)CC12CCOCC2,,,
4162,CC1CN(C(=O)[C@H]2[C@@H]3CC[C@@H](O3)[C@H]2C(=O)O)CC2(CCOC2)O1,,,
4163,CC1(N2CCOCC2)CCC(NCCC2CCS(=O)(=O)C2)CC1,,,
4164,CC1=CC=NC(N2C3CCCC2CC3)=C1Cl,,,
4165,CC1=CC=C(CNS(=O)(=O)C2=CC=CN=C2OC2=CC=C(F)C=C2)C(OCC2CCOC2)=C1,,,
4166,CC(CS(=O)(=O)N(C)C)NC1CCC2=C1C=CC=C2O,,,
4167,CCC1=NN=C(N2CCN(S(C)(=O)=O)[C@@H](C)C2)N1CCC1=CC=C(OC)C(OC)=C1Cl,,,
4168,CC1=COC(C)=C1C(=O)N1CCC(CN(C)C(=O)C(C)(C)CC(C)C)C1,,,
4169,O=C(C1=CCCC1)N1C[C@@H]2C[C@H]1CN2CC1=CC(Br)=CC=C1Cl,,,
4170,CCN(CC1=CN(C)N=C1)C1=NN=C(CC(C)(C)C)N1CC1=CC=C(COCC(F)(F)F)C=C1,,,
4171,CCC1(C(=O)N2CCC3(CC2)CCN(C2=NC=NC4=CC=CC(F)=C24)CC3)CC1,,,
4172,COC1=CC(C)=NC(N(CCN(C)C(=O)COCC2=CC=NN2C)C(C)C)=N1,,,
4173,O=C(OCCC1=CSC=N1)C(CO)C1=CC=C(Cl)C=C1,,,
4174,CCCC(CC1=CC=CC=C1)N(CCC)C(=O)C1=CC=NC2=C1[NH]N=N2,,,
4175,CC1=C(NC(=O)C2=CC=C(N3CCC(C)CC3)C=C2)N(C)N=C1,,,
4176,O=C1C(N2N=NN=C2N2CCOC(C3=CC=CO3)C2)CC2CCCCN12,,,
4177,CC(CC1=CC=C(C#N)C=C1)C(=O)N1CC(C)(C)[C@@H]2CCC[C@@H]21,,,
4178,COC1=CC=CC(SC)=C1NCC1(CS(C)(=O)=O)CC1,,,
4179,CCC(C)C(=O)N1CSC[C@H]1C(=O)OCC1=C(C)N=NN1CC,,,
4180,CC(C)N1CCC(O)(CN2C(CC(C)(C)C)=NN=C2N2CCN(C3=CN(C)N=C3)C(=O)C2)CC1,,,
4181,CC1=CC=CC(C)=C1OCC(O)CNC1=NOC(C2=CC=CC=C2)=N1,,,
4182,CC1=C2SC(N3CCC(N(C)C)C3C)=NC2=CC=C1,,,
4183,CN1CC(NC(=O)C2=NC=CN=C2SC2=CC=CC=C2)CC12CCOCC2,,,
4184,CCS(=O)(=O)NCC(=O)NC1(C)CCN(C(=O)C2=CC(C)=CC(F)=C2)CC1,,,
4185,COCC(C)C(C)C1=NN=C(C2CCCCC2)O1,,,
4186,CCOC1=NC(C(=O)N[C@H]2C[C@@H](NC(=O)C3=CC=C(N4CCCC4)N=C3)C2)=CO1,,,
4187,CC1CCC(C)(C)N1C(=O)CC1=CN=CS1,,,
4188,CC1CC2(CCOCC2)CN1C1=CC=C(S(=O)(=O)NC2CC2)C=C1,,,
4189,O=C(CSC1=N[NH]C(=O)C2=CC(C3=CC=CS3)=NN12)C1=CC=C(N2CCOC2=O)C=C1,,,
4190,CC(NC(=O)NC1=C(F)C=CC2=C1OCO2)C1=CC=C(C2=CC=CC(C#N)=C2)C=C1,,,
4191,CN(CCC1CCCCN1C)C(=O)NC1=CC=NN1C1CN(C(=O)OC(C)(C)C)C1,,,
4192,CC(C(=O)NC(C)(C)C)N1CCN(CCN(C)C(=O)C2CCOC2)CC1,,,
4193,CCC(CC)NC(=O)C1=NN=C(N2CCSC(C)C2C)N1CCCN1CCCC1C(=O)N(C)C,,,
4194,COC1=CC=C(CN2CC(O)(CNC(=O)CC(C)CC(C)C)C2)N=N1,,,
4195,CN(CC1=NC(N(C)C)=CC=C1)CC1CC1(C)C,,,
4196,CC1(C)CN(CC2=CC(O)=CC(Cl)=C2)C2=CC=CC=C2O1,,,
4197,CCC1=C(C(=O)COC(=O)C2=C(C)N=C(CC3CC3)O2)[NH]C(C)=C1C(C)=O,,,
4198,COC1=CC=C(C2=CC=NC=C2)C=C1CNC(C)(C)C1=CN(C(C)C)N=N1,,,
4199,COC1=CC=CC(OC)=C1S(=O)(=O)NC1=CC=CC=C1N(C)C(C)C,,,
4200,CC1=C(CC(=O)OCC(=O)NC2=CC=C(F)C=C2F)SC(SCC(C)C)=N1,,,
4201,CC(C)C1=CN=C(CN(CCCO)CC2=CC=CC(Cl)=C2)S1,,,
4202,CCN1CCCC1CNC(=O)C12CCC(NC(=O)OC(C)(C)C)(CC1)CC2,,,
4203,COC1=CC=C(CC(CO)CNC(=O)C2=C[NH]N=C2C2=CC3=CC=CC=C3O2)C=C1Br,,,
4204,CCCCC(CC)CC(=O)NC1=NN(C)C(C)=C1C#N,,,
4205,O=C(NC1=CC=CC(COCC2=CC=CC=C2)=C1)C1(CO)CCOCC1,,,
4206,CCC1=NC(C#N)=CC(NCCC2CCN(C(=O)C3=NN(C)C(C(C)C)=C3)C2)=N1,,,
4207,CCN(CC1=CC=CC=C1)C(=O)C1=CC(NC(=O)NC2=C(C)N(CC(=O)OC)N=C2)=CC=C1Cl,,,
4208,CC1CC(C2=CC=CC(Br)=C2)=NN(CC2CCCO2)C1=O,,,
4209,CC(=CC1=CC=CC=C1)CNCC1=CC=CC2=C1OCC2,,,
4210,CCC1=C(NC(=O)C(C)CC2=C(C)ON=C2C)C=NN1CC(C)C,,,
4211,COC(=O)C1=CC=C(C(=O)N2CCC(OC3=CC=C(OC)C=C3)CC2)O1,,,
4212,CCN1CCN(C2=CC(CNS(=O)(=O)CC(OC)C3=CC=CC=C3)=CC=N2)CC1,,,
4213,C[C@@H]1CN(C(=O)OC(C)(C)C)C[C@H]1C(=O)OCC1CCCSC1,,,
4214,BrC1=CC=CC2=C1CN(CC1=CC=C3CCOCC3=C1)C2,,,
4215,CN1C(C2=C(C(F)(F)F)N=C[NH]2)=NN=C1N1CCC(N2CCCNC2=O)CC1,,,
4216,CC1CC(O)CN1CC1=CC=C(S(N)(=O)=O)C=C1,,,
4217,COC1=CC=C2OC(CN(C3CCC3)C3CCCNC3)=CC2=C1,,,
4218,CCOC(=O)C1=C(NS(=O)(=O)C2=CC=C3C4=C(C=CC=C24)C(=O)N3C)SC=N1,,,
4219,COC1=CC=C(SC2=CC=C(NC(=O)C(C)CS(C)(=O)=O)C=C2)C=C1,,,
4220,O=C(C1=CC=CC=C1OC1CC1)N1CCOCC12CCC2,,,
4221,COC(=O)C1CC2C(CCC(C)N2C(=O)CCS(=O)(=O)C2=CC=C3OCCCOC3=C2)O1,,,
4222,O=C(C1=CC=C(C2=CC=CS2)S1)N1CCN(C2=N[NH]C=N2)CC1,,,
4223,COC(C)CCNC(=O)CCC(=O)C1=CC=C(C)S1,,,
4224,CC1=CC(C(=O)COC(=O)C(C)(C)S(C)(=O)=O)=C(C)C(C)=C1C,,,
4225,CC1CN(CC2=CC=CC=C2)CC1NC1CCCN(C2CCCCC2)C1=O,,,
4226,COC(=O)C(CNC(=O)C1=CC(Cl)=CC2=CC=CN=C12)C1=CC=C(F)C=C1,,,
