Index,SMILES,bace,esol,logD
5807,CCSC1=NC=CN=C1C(=O)N1C[C@H]2[C@H](NC(=O)OC(C)(C)C)[C@H]2C1,4.0365543,-4.379336,0.39814517
5808,O=S(=O)(NC1=CC=C2N=C(C3=CC=C(F)C=C3)OC2=C1)C1=CN=NN1C1=CC=CC=C1,4.0132484,-5.038905,0.946028
5809,C[C@@H]1C[C@H](C(=O)N2CC3CN(C4=CC=CC=C4)CC3C2)CC(C)(C)C1,3.7481418,-5.081438,0.005530912
5810,CCC1=C(C)C=C(C(=O)NCC2CCCN2CC(=O)NCCC(C)(C)C)S1,4.3641996,-4.6652775,0.38103232
5811,COCCC(NC(=O)C1(C#N)CC(C)C1)C(=O)O,3.650577,-4.281308,0.74120694
5812,CCS(=O)(=O)N(C)C1CCN(C2=NN=C(C3=CC=CC=C3)N2CC2=CN=NN2C)CC1,3.860241,-4.6949134,0.61856997
5813,CC1=CC=C([C@@H]2CN(CC3=CC=CC=C3N3C=CC=N3)C[C@H]2C(=O)O)C=C1,4.0708227,-4.6758842,1.0213709
5814,COC1=CC=CC(C(=O)NC2=CC=CC3=C2OCC3)=C1OC(C)C,4.4008875,-4.6838717,0.78416675
5815,COC1=CC=C2C(=C1OC)CCC2N[C@@H]1C[C@H]1C1=CC=CC=C1F,4.0614047,-4.302855,0.42710394
5816,CCCN(C(=O)C1=CC=CS1)C1CCN(CCC(=O)NC2=CC=CC=C2C(=O)NC2CC2)CC1,4.214393,-4.7355113,0.5731641
5817,COC1=CC2=C(C=C1CNC(=O)C1=C3OC(C)=CC3=C(Br)C=C1)OCO2,3.8444552,-4.1423006,0.6542835
5818,CC(C)N1CCN(C(=O)C2(N(C)C)CCC2)CC1=O,4.155401,-4.7389865,0.72742647
5819,CC(CNC(=O)C1SCCCS1)C1=NC=CS1,4.3003125,-4.1167126,0.44137678
5820,COC(=O)C1=CN=C(C(C)NC2=NC(Cl)=NC(Cl)=C2F)S1,4.0826454,-3.423179,0.26465875
5821,CCOC(=O)C1=NC(C(CC(C)C)NC(=O)C2=CSC3=CN=CN23)=N[NH]1,4.1207247,-4.9152946,0.58107793
5822,CCC(CC1CCCCC1)C(=O)N1C[C@@H](O)[C@H](NC(=O)C2=CN3C=CC=CC3=C2)C1,4.4088063,-4.505723,0.8262172
5823,CC1=NC=CN1CCN(C)CC1=CC=C(CN2C[C@H](C)O[C@H](C)C2)C=C1,4.6323147,-4.8669777,0.13404661
5824,C[C@H](NC(=O)N1CC(COCC(=O)N(C)C)OC(C)(C)C1)C1=CC(Cl)=CC=C1OC(F)F,4.6486855,-5.7489567,0.8569698
5825,CC1=CC=C(C2=NOC(C(=O)OCC3=NN=NN3CC3CCOCC3)=C2)C=C1,4.245027,-4.3528337,0.07609341
5826,CSC1CCC(N(C)C(=O)C2(CC3=CC=C(F)C=C3)CCCCO2)C1,4.2423215,-4.6385617,0.7476868
5827,CCC1=CC=CC(C)=C1NC(=O)CN[C@H](C)C1=CC=C(F)C(C)=C1,4.3835664,-4.3179693,0.6724129
5828,CC1=NN(CC(=O)NC2(C)CCN(C(C)C3=CSN=N3)CC2)C(C)=C1Cl,4.5117097,-4.384259,0.8092148
5829,CCN1C=C(N(CC(C)C)C(=O)CN2CC3=C(C=NN3C3=CC=CC=C3)C2=O)C=N1,4.6436744,-4.786322,0.32849035
5830,COCCN(C(=O)C1=CC2=C(C=C1O)OCO2)C1CCC(C)C1,3.9951787,-4.206746,-0.12391069
5831,CC1=NOC(C2(NS(=O)(=O)C3=CC=C4[NH]C(=O)C=CC4=C3)CC2)=N1,3.9460008,-4.5397425,0.5649405
5832,CCOC(=O)C1=CC=C(F)C(C)=C1NC(=O)C1=CC=C(CC(C)C)S1,4.098361,-4.3736277,0.15272877
5833,COCC1=NN(C)C=C1C1=NN=C(CC2=C(F)C=CC=C2F)O1,4.115963,-4.1417313,0.70720583
5834,CC1=CC=C(CC(CO)NCC2=CC=C3OC(C)C(C)C3=C2)C=C1,4.1445904,-4.9016447,0.6768926
5835,O=C(NC1=CC=C(F)C=C1)C1CCN(C2=NC3=C(COCC3)S2)CC1,4.079272,-4.414917,-0.058540743
5836,N#C[C@]12CN(C(=O)C3=CC=C(NC4=NC=CS4)C=C3F)C[C@H]1CS(=O)(=O)C2,4.1315126,-5.0487866,0.16924821
5837,CC(NCCN1CCCC1C)C1CC2CCC1O2,3.8457808,-5.009719,-0.0822845
5838,CN1C(CNC2CCCC(C3=CC=CN=C3)C2)=NC2=CC(F)=CC=C21,4.5089583,-4.221418,0.41313127
5839,CC(=O)N(C1=CC=C(NC(=O)C2=NN3C(C(F)(F)F)=CC=NC3=C2)C=C1)C1CC1C,4.1469746,-4.7730427,0.4266445
5840,CN(CCC(O)C1=CC=CS1)C1=CC(C2CC2)=NC(C2CC2)=N1,3.9949152,-4.740946,0.2169378
5841,CC(C)(C)OC(=O)C1=CC=CC(CNC2=CC(N)=CN=N2)=C1,4.0634837,-4.381937,-0.3304333
5842,O=C(C1=CC(=O)[NH]C2=CC(F)=CC=C12)N(CCN1CCOCC1)C1=CC=CC=C1Cl,4.798722,-4.695927,0.38472447
5843,O=C1OC(CSC2CC(OCC3=CC=CC=C3)C2)CC12CCC2,3.7028384,-5.185495,1.076707
5844,CN(C)C1=CC=C(C2(C(=O)NCCC3=CC=CC4=C3OCCO4)CC2)C=C1,4.3585973,-5.2002487,1.4886913
5845,O=C1OC2=CC=C(Br)C=C2N1CN1CCC[C@H]1CN1C=C(C2CC2)N=N1,4.5555763,-4.443481,0.036821138
5846,CC(C)(C)C(=O)N1CCCC1C(=O)NCC1=NC(C(F)(F)F)=NO1,4.3749332,-4.927333,0.30691954
5847,CN1N=C(C(=O)N2CC(O)(CNC(=O)C3CC34CCC4)C2)C=C1C(F)(F)F,4.105876,-4.8720503,0.9844045
5848,CC1=CC=C(C(NC(=O)NC2=CC3=C(C=C[NH]3)C=C2C)C(F)(F)F)O1,3.7376795,-4.730463,0.49080837
5849,CC1=CC=C(N2CCN(C(=O)C3CC4=CC(Br)=CC=C4O3)CC2=O)C=C1,3.8575082,-4.319461,-0.22247231
5850,COC1CCN(C2(CNC(=O)[C@H]3CN(C(C)(C)C)C[C@@H]3C(F)(F)F)CCCC2)CC1,4.4223967,-4.719446,0.72244054
5851,CN(C)C(=O)CN1CCN(CCNC(=O)CCC(C)(F)F)CC1,4.1359096,-4.907922,0.4259802
5852,CC(C)COC1CC(NCC2(OCCO)CCSCC2)C1(C)C,4.688267,-5.515339,0.38438687
5853,CC(C)(C)CCC(NC(=O)C1=NC2=CC=NN2C=C1)C(=O)O,3.6454172,-4.080548,0.1949262
5854,CC1=CC(O)=CC(=O)N1CC(=O)OCCN(C)C1=CC=CC=C1,4.2741175,-4.3163757,0.50765806
5855,CCCN(CCNC(=O)C1COC2=CC=CC=C21)C(=O)C1CN2CCC1CC2,4.2666063,-4.9976807,0.5963227
5856,N#CC1=CC=C(F)C=C1S(=O)(=O)NCC1CCCCC1(F)F,3.3891616,-4.4179897,0.6847298
5857,CCN(CC(=O)N1CCCCCC1)CC1=CC=C2OCCCC2=C1,4.1188564,-5.273893,0.6934097
5858,CC1=NC(C)=C(C)C(N2CCC3(CCN(C(=O)C4=CC=C(C)O4)CC3)CC2)=N1,4.2500587,-4.5749965,0.78500336
5859,CCCCC(CNC(=O)C1=NC=CC=N1)NC(=O)C1=CC=CC(Cl)=C1Cl,4.4845867,-4.211627,0.49805516
5860,COCC1=C[NH]C2=CC=C(C3=NN=C(N(C)CC(=O)N4CCCC4)N3C)C=C12,4.765663,-4.289917,1.1365104
5861,COC1=CC(OC)=C2SC(NC(=O)C3=CC=C4C=CCCC4=C3)=NC2=C1,4.0174785,-4.4980626,0.85261476
5862,CC(C(=O)N1CC2(CCCN(C(=O)C3(CC4=CC=C(F)C=C4)CC3)C2)C1)C1CC1,4.572402,-5.487071,1.0460925
5863,CC1=CC(N2C=C(Cl)C=N2)=CC=C1CN1CC(O)(C2=CC=CC(Br)=C2)C1,4.413841,-5.238345,0.23616052
5864,O=C(NC1=CC=C(N2C=CN=N2)C=C1)C(OC1=CC=C(Br)C=C1)C1=CC=CC=C1,3.8526235,-4.9902267,0.6607283
5865,CC1=NOC(COC2=CC=C(C(=O)NCCN(C)S(=O)(=O)C3=CC=CS3)C=N2)=N1,3.798743,-5.0993075,0.62385434
5866,CCC(N)CNC(=O)N(CCCO)CC(C)(C)C,3.7208295,-4.5375075,-0.3493996
5867,CC1=CC=C(CS(=O)CC(=O)NC2=C(C)C(C)=C(C)S2)C(C)=C1,4.2229996,-3.8039486,-0.2718657
5868,CC(C(=O)NCC1(NC(=O)CCCC2=CC=CC=C2)CCC1)C(C)(F)F,4.457777,-5.7269454,1.1365817
5869,CCC1(CC)C(NC(=O)NCC2=NOC(C(C)(C)C)=N2)CC1OC,3.5931113,-4.812225,-0.49453643
5870,CCC1=CC=C(C(C#N)N(C)C(=O)C2=C(CCC(F)(F)F)OC=N2)C=C1,3.947071,-4.8443794,0.7678773
5871,CCS(=O)(=O)CC1=CC=C(NC(=O)CC(C)(C)C(F)(F)F)C=C1,3.6433082,-4.4982276,-0.1384896
5872,CN(CCNC(=O)C1=C(C(C)(C)C)N=C[NH]1)C(=O)CCC1=CC=CC(Cl)=C1,4.532195,-4.939393,0.64685434
5873,CCN1C(C2=NC(Br)=N[NH]2)=NN=C1N1CC2C(C1)C2(C)C,3.3617828,-4.4193826,-0.51332384
5874,CCOC(=O)C1=CSC(N(C)C(=O)C2C3CCC(O3)C2C(F)(F)F)=N1,3.8138773,-4.430002,0.045843553
5875,CC1=NN(C)C(Cl)=C1CN1CCC(C)(NC(=O)CN2C=NN=N2)CC1,4.3668175,-4.220019,0.71246535
5876,CC(NCC1(C#N)CCCCC1)C1=CC(S(N)(=O)=O)=C(Cl)C=C1Cl,4.408531,-4.2276087,0.5271068
5877,CC(C)COC(C)C1=NOC(CN(CC2CC2)C2=CC(F)=CC=C2)=N1,4.3187323,-4.637989,0.23591763
5878,CN(C)C1=NC=C(CN(C)C(C2=CC=C(Cl)C=C2)C(F)(F)F)S1,3.8440402,-3.9922895,-0.14597079
5879,CC1CCC(CNC(=O)NCC2=C(Cl)C=CS2)C1,3.696556,-3.8759706,-0.41022512
5880,CSC1=CC=C(NC(=O)C2=CC=C3CCOCC3=C2)C=N1,3.7767615,-4.1561866,0.18113026
5881,CC1CC(C#N)(C(=O)N2CCN3C(=O)NCC3C2)C1,3.6292896,-4.154193,0.35578123
5882,CCOC(=O)[C@@H]1[C@H]2CC[C@H](C2)N1CC(F)C1=CC(OC)=CC=C1,3.9263058,-5.1132107,0.5683003
5883,CC(C)(C)OC(=O)N1CC(C)(C)C1C1CCN(C(=O)NC2=CC=CN(CC3=CC=CC=C3)C2=O)CC1,4.2484956,-5.94678,-0.12906489
5884,CC1=NN2C(SC(C3CCOC3)C(F)(F)F)=NN=C2N=C1O,3.8440194,-4.219223,0.53599864
5885,CCC1=CC(C(=O)NC2=CC=NN2C(C)(C)C)=C(C)N=N1,4.087513,-4.0391374,-0.26648566
5886,CC(C)(C)OC(=O)C1(CNC(=O)CC2CCCNC(=O)C2)CCOC1,4.212339,-4.896102,0.433054
5887,COC1=CC=C(C(NCC(C)CN2C=CN=C2C)C(C)C)C(F)=C1,4.5734024,-4.8696623,0.35195658
5888,CC(OC1=CC(Cl)=CC(Cl)=C1)C(=O)NC1=CN2C=CN=C2N=C1,4.2771635,-4.1193714,-0.63372594
5889,CC1(C)C(C2=CC=CC=C2F)CCN1CC1=NN=C(C(F)(F)F)S1,3.606412,-5.078075,0.53602403
5890,CCN1N=CC(C(=O)N2CCC(CNC(=O)C3=CN4C=CC=CC4=C3)CC2)=C1C,4.510272,-4.3128037,0.16893241
5891,O=C(CC1=CC=CC=C1OC1CCOC1)NC1=CC=C(SCCN2CCCCC2)C=C1,4.264202,-5.224462,0.95032054
5892,CN(CCC1=CC=C(Br)C=C1)C1=NN=C(C2=NN=C[NH]2)N1C,4.1022186,-3.769621,0.33683166
5893,CC(=O)N1CCC(NS(=O)(=O)C2=CC=C3C(=C2)C(C)(C)CCC3(C)C)C(C)C1,4.1686373,-4.8984756,0.24424662
5894,CC(C)OCC1=NC(C(C)NC(=O)C2=CC=CN=C2OC2=CC=C(Cl)C=C2Cl)=NO1,4.606395,-5.3303556,0.5438483
5895,CCC1=CC=C(C(COC)NC(=O)C2=C(Cl)C=CC=C2OCC2CC2)O1,4.466232,-3.8053029,0.49497196
5896,CCCCS(=O)(=O)NCC(=O)NCC1=CC=CC2=C1[NH]C=C2,3.7577767,-4.532071,1.561238
5897,BrC1=CN=C(CNC(CCC2=CC=CC=C2)CC2=CC=CC=C2)C=N1,4.172013,-4.5589685,0.10602499
5898,NC(=O)C1=CC=C(CC(=O)NCC2(O)CCS(=O)(=O)C2)C=N1,4.3177276,-4.6517696,0.19838215
5899,CC(CC1(C#N)CCOCC1)NCC1=CC=C(C(=O)NCCN(C)C)C=C1,4.393155,-4.7858944,1.0974762
5900,CC1=CC(CNCC2=NN(C)C=C2Cl)=CS1,4.2377434,-3.3304448,-0.35036722
5901,NCC1OCCC1C(=O)NCC1CCCS1,3.7336297,-4.4582644,0.35844508
5902,O=C(NC1CCC2=CC=CC=C2OC1)N1CC2CCCC1C2,3.9870014,-4.53992,0.24814406
5903,CCC(CC(=O)N1CC(CNC(=O)CC2CCCOC2)C1)C1=CC=C(C)C=C1,4.036601,-4.929806,0.45684925
5904,CC1=NC=CC(N[C@H]2C[C@@H](NC(=O)C3=NN(C)N=N3)C2)=N1,4.1477084,-3.7201653,-0.038043644
5905,CC(CNC(=O)C1(C2CCNCC2)CCOCC1)N1CCC2=CC=CC=C2C1,4.464645,-5.226057,0.95013654
5906,CS(C)(=O)=NS(=O)(=O)NC1=CC=C(OC(F)F)C(F)=C1,3.702503,-3.8052053,-0.26583552
5907,OC(CCC1=CC=NC2=CC=CC=C12)CNCC1=NC(C(F)(F)F)=NO1,3.9940448,-4.969981,0.66845644
5908,O=C(NCC(C1=CC=CC=C1)C1=NN=C[NH]1)NC1=CC=CC=C1OCC1=CC=CC(Cl)=C1,4.2945895,-5.4700956,0.9368625
5909,CCCC(=O)N1CC[C@H](C2=CC=C(F)C=C2)[C@H](NC(=O)CCOC2CCOCC2)C1,4.592613,-5.150271,0.89835256
5910,CC(C)(C(=O)NCCN(C(=O)C1=CC(=O)[NH]N=C1)C1CC1)C1CCOCC1,4.4649,-4.9894047,0.2834212
5911,CC(C)OC(=O)CNC(=O)C1(C)CCC2=CC=CC=C2C1,4.237042,-5.2492514,0.4003666
5912,CC(C)N1C(=O)C[C@H](NCC2=NC(N)=C3C4=C(CCCC4)SC3=N2)[C@H]1C1=CC=C(Cl)C(F)=C1,5.112587,-4.3122215,0.64677185
5913,COC1=CC(C(C)C)=C(S(=O)(=O)NCC(CC(=O)O)C(F)F)C=C1C,3.9510818,-4.358886,0.7971075
5914,CCC1=N[NH]C=C1S(=O)(=O)N(CCN(C)C)C1CCN(C)CC1,4.2572584,-4.598826,-0.14078915
5915,CC(=O)C1=C(C)SC(NC(=O)CCC2=CC=C(Cl)C=C2Br)=N1,3.9263105,-3.459576,-0.30275896
5916,CC(C)(C)OC(=O)C1=CC2=C(NC3=CC=C4C(=C3)C=NN4C(F)F)N=CN=C2[NH]1,4.485148,-4.5532093,-0.23421457
5917,CC(CC1=CC=CN=C1)NC1=CC=NC(C(=O)N2CCCCC2)=C1,4.2494183,-4.7115335,0.48685092
5918,CC(C)CN1N=CN=C1CN1N=CC2=CC=CN=C2C1=O,4.0191517,-4.0162725,0.4244914
5919,BrC1=CC=CC2=C1C=C(CNC1CCOCC13CCCC3)[NH]2,3.8186905,-4.4896526,0.74146426
5920,CSC1=CC(CNS(=O)(=O)C2=CC=C(C3(C)OCCO3)C=C2)=CC=N1,3.8083355,-4.885833,1.4209692
5921,CCCN1CC(NC(=O)N(C)CC2=CC=C(Br)C=C2Cl)CC1=O,4.0005584,-4.3441896,0.21242411
5922,COC1=CC=CC([C@@H]2[C@@H](NC(=O)N3C4C=C(C5=CC=NN5C)CC3CC4)CCN2C2CC2)=C1,4.599679,-4.93772,0.957613
5923,COCCC1(CN2CCN3C(=O)OCC3C2)CCC1,3.2898114,-4.6095076,0.42168376
5924,CCOC(=O)C1CCC(SC(C)C2=CC=C(S(C)(=O)=O)C=C2)CC1,4.098344,-4.9394574,0.3572124
5925,CCN1CCOCC1C(=O)N1CCC(CCN(C)C(=O)C2=CC=NC=N2)CC1,4.462298,-4.666744,0.61370915
5926,CCCC1=C(C)SC(C(=O)NC2CCCC(NC(=O)C3=CCOCC3)C2)=C1,4.2460246,-4.5099525,0.88011795
5927,CN(C)CC1=CC=C(C(=O)NC2(CC3=CC=C(F)C=C3)CC2)O1,3.8308058,-4.315486,0.7153996
5928,CC1=NN=C2C=CC(C(=O)OCC3CCCC3(F)F)=CN12,3.6463795,-4.405869,0.9899792
5929,CC1=NN(C)C(C(=O)N2CCCN(C(=O)C3CCCCO3)CC2)=C1,4.468191,-3.9991534,0.582566
5930,CC1=CC(SC2=NC=CC=N2)=CC=C1NC(=O)C1=CC(=O)[NH]C2=CC=C(F)C=C12,4.168897,-4.102947,-0.002210911
5931,CCC1=C(C(=O)OC)SC(NC(=O)N(CC2=CC=CC=C2Br)C2CCN(C)CC2)=C1,4.0927343,-4.831621,0.12590237
5932,CC1CC(C(=O)NCC2(NC(=O)C3=CN(CC(=O)N(C)C)N=N3)CCCC2)C1,4.1696935,-4.636219,0.9684068
5933,CN(C(=O)CCCC1CC1)C1CC(NC(=O)C2=CC=C(N3C=CC=C3)N=C2)C1,4.121191,-4.5271697,0.5306485
5934,O=C(NC1=CN=C2[NH]N=CC2=C1)C1CC2(C1)CC(F)(F)C2,4.122866,-4.9320536,-0.1042776
5935,COCCN(C)CCNC(=O)N1CCN2C(CCC3=CC=CC=C3)=NN=C2C1,4.281561,-4.951187,0.42236647
5936,CC(NC(=O)C1=C2C=C(C#N)C=CN2N=C1)C1=NC2=C(CCCCC2)S1,4.2619433,-4.384263,0.24210706
5937,CC1=CC=C(C2=NN=C(SCC3CCCC(O)C3)N2C2=CC=CC=C2)C=C1,4.579176,-4.173125,0.00054178
5938,CC1=CC=C(CN(C(=O)C2N(C(=O)OC(C)(C)C)CC2(C)C)C2CC2)C=C1C,4.0458384,-5.2191043,-0.294616
5939,CN(C)C(=O)C1=CC=C(NC(=O)COC(=O)C2CCCC3=CC=CC=C32)C=C1,4.9165554,-5.395561,0.5722591
5940,COC(=O)C1=CC=C(CNC2CCOCC2(C)C)C=C1Cl,4.027873,-4.80837,0.62698704
5941,CCS(=O)(=O)C1=CC=C2OC(COC(=O)CN(CCC3=CC=CC=C3)C(C)=O)=NC2=C1,4.0423336,-5.16541,0.3618567
5942,CCC(COC(=O)C1CCCC2=NN(C)C=C21)CC(F)(F)F,4.0659337,-4.93927,0.23847178
5943,CN(C[C@@H]1C[C@H](F)CN1C(=O)[C@@H]1OC[C@@H]2CCC[C@@H]21)C(=O)OC(C)(C)C,4.38955,-5.3728952,-0.109970234
5944,CCC1=C(CS(=O)C(C)C(=O)NC(C)(C)CC)C(C)=NO1,4.14419,-4.4067764,0.29966745
5945,CNC(=O)CN1CCC(NC2CCC3=CC=CC(C)=C32)CC1,4.0014887,-4.3250594,0.07426623
5946,CN(CC(O)COC1=CC=C(Cl)C(Cl)=C1)[C@@H]1CS(=O)(=O)C[C@H]1O,4.2931266,-4.6466885,-0.2190175
5947,CCCN(C(=O)CN1C=C(CC(O)C2CC2)N=N1)C(C)C,4.319522,-4.5858235,-0.2427343
5948,CCN1CCN(C(=O)CC(C)C2=CC=C(F)C=C2F)C(C)C1,3.8692942,-4.0997887,0.18319425
5949,N#CC1=CC=CN=C1OC1CCC(NC2C3CC4CNC2C4C3)CC1,3.395071,-4.1902175,0.12042918
5950,OCC(NC1=CN=CC(OCC(F)(F)F)=N1)C1CCCOC1,3.8458662,-4.4870563,1.205589
5951,CCC(NC1=C(C)N(C)N=C1)C1=CC=CC=C1Br,4.2446847,-3.9762437,0.7546254
5952,CC(C)(C)C[C@@H]1C[C@H]1NC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,4.3335633,-4.4588647,-0.39730027
5953,CC1CC2=CC=CC=C2N1CCNC(=O)NC1CCOC(C2=CC=NC=C2)C1,4.2653704,-5.5990725,1.1232129
5954,CC1=C(CN2CCN3C(=NN=C3C3CC3)C2)SC(N2CCCC2)=N1,4.139143,-4.2474475,-0.019574385
5955,CC1=NC(C(=O)NCCS(=O)C(C)(C)C)=C(C)S1,4.3333216,-4.051314,0.03586695
5956,C[C@H]1CN(CC(O)CNC2C3C4CCC(C4)C23)C[C@@H](C)O1,3.474117,-4.5516067,-0.3865026
5957,CC1=C(C(=O)NCC(=O)N(C)CCN(C(=O)C2=CN=CS2)C(C)C)C=CO1,4.5644717,-4.5056267,0.478349
5958,CN1C=C(Cl)C(CNC(=O)C2=COC(C3=CC=C(F)C=C3)=N2)=N1,3.8269444,-3.3012748,-0.17634107
5959,O=C(CCCC1=CSC=C1)NS(=O)(=O)C1=CC=C(OCC(F)(F)F)C=C1,3.7365985,-5.1675634,0.68078154
5960,CCN(CC)CC(C)NC1=NC=C(Br)C(C)=N1,3.404016,-3.3981187,-0.6788774
5961,COC(=O)C1=CC=C(F)C2=C1CN(C1=CC=C(C#N)C=C1CO)CC2,3.8489408,-4.2991524,0.2655527
5962,CCC(CC)(C1=CC=C(Cl)C(Cl)=C1)C1=NC(CN2C=CC=CC2=O)=NO1,3.8233795,-4.7985764,0.74911845
5963,CN(CC(O)COC1=CC(Cl)=CC(Cl)=C1)C(=O)C1=C(C2=CC=CC=C2)C=C[NH]1,4.74391,-4.6759667,0.38125327
5964,COC1=CC=CC=C1C1(C(=O)N2CCN(C(=O)CC3=C(C)[NH]C=N3)CC2)CC1,4.0449505,-4.811009,1.0876273
5965,CC(CC(=O)N(CCN(C)C1=NC2=CC=CC=C2S1)C(C)C)C1CCCO1,4.600586,-4.938282,0.8371671
5966,CC1(CNC(=O)C2(C)CCCOC2)CCN(C(=O)C2=CC3=NC=CN3C=C2)CC1,4.6019974,-4.8307495,0.8642726
5967,CCC1=NN=C(SC2=NN=C(SCC(N)=O)S2)N=C1CC,3.389553,-3.602166,-0.29782683
5968,COC(=O)C(C)(C)N1C=CC(NC(=O)NCC2(C)CCCNC2)=N1,3.8136277,-4.7720957,0.42273983
5969,CCOC1=NN=C(COC(=O)C2=C(C3CC3)N(C3=CC=CC=C3)N=N2)S1,4.066147,-4.2286425,0.13296857
5970,CC1=NOC(CN(C)C(=O)N[C@@H]2C[C@H](OC3=CC=CC=C3)C2(C)C)=N1,4.0513315,-5.375931,0.36297548
5971,CC(C)NC(=O)CSC1=CC=CC=C1C(=O)NC1CN(C(C)C)CC1C,4.9749646,-5.1172047,0.5679088
5972,CC(C1=CSN=N1)N1CCCC(C2CCN(C(=O)C3=CN(C)N=N3)CC2)C1,4.6108556,-4.4455204,0.24240169
5973,CC1=CN(C(C)(C)C(=O)NCC2=CC=C(CN3CCN(C(C)C)CC3)C=C2)C=N1,4.5976434,-4.82959,0.13604149
5974,CCOC(=O)C1=CSC(N(C)C(=O)CC2=CC=C(NC(=O)C(F)(F)F)C=C2)=N1,3.8565478,-4.975212,0.7630887
5975,CC1=CC=C2SC(CS(=O)(=O)CC3=CC(F)=CC4=C3OCOC4)=NC2=C1,3.9920268,-4.788625,0.2749073
5976,C1=NC(NC2COC3(CCCCC3)C2)=CC(OC2CCOCC2)=N1,3.8580103,-4.023587,0.8929707
5977,CCC1=CC=C(C2=NOC(C(C)NC(=O)NCC3(NS(C)(=O)=O)CCCCC3)=N2)C=C1,4.254126,-5.236613,0.998086
5978,CC1=NOC=C1COC(=O)C1=CN(C)C=N1,3.5017285,-3.2801418,-0.51602376
5979,FC1=CC=C2OC(C3=NN=C(CCN4CCN(C5=CC=CC=C5)CC4)O3)CC2=C1,4.0102797,-4.8120327,0.06257742
5980,CCC1CC2=CC=CC=C2CN1C(=O)CNS(=O)(=O)C1=CC=C(OC(F)(F)F)C=C1,3.8497427,-5.2396517,0.55647767
5981,CN(C)C1=NC=C(Br)C(C(=O)OCC(F)COC2=CC=CC=C2)=N1,4.0469637,-4.5180697,0.24770464
5982,COC(=O)C1=CC(CN2C=NC(C3CCOCC3)=N2)=C(C)S1,4.042174,-4.1180224,0.11202569
5983,CCCS(=O)(=O)NC1=CC=C(NCC2=C(Br)C3=CC=CC=C3N2C)C=C1,3.9685261,-4.673695,1.0249516
5984,CC1=NN(C2CN(C(=O)[C@H](CO)NC(=O)CC3=CC=C(F)C=C3)C2)C(C)=C1,4.2446566,-4.0959206,0.18210562
5985,CC(C)C1=C(C(=O)N2CCC(N3CCN(CCC4CC4)CC3)C2)SC=N1,4.5050793,-4.4058027,-0.12213691
5986,CSC1CN(C(=O)[C@@]2(C)C[C@H]3CC[C@@H]2O3)CC1N1CCCC1,3.9206314,-5.264804,0.19201985
5987,CC1=C(C(=O)N(C)CCCN(C)C(=O)CC(C)(C)C(F)(F)F)OC=C1,4.3321977,-4.883967,0.88194877
5988,CC(C)C1=CC(N2CCCCC(C3CCOCC3)C2)=NC(C(C)C)=N1,4.8496094,-4.70986,0.7772978
5989,O=C(NC1=CC=CC(C2=C[NH]N=N2)=C1)C1(CC2=CC=CC=C2Br)CC1,3.8148043,-4.8010287,1.0386219
5990,CC(C)CN(C(=O)CSCC1CCC(C#N)CC1)C1CC1,3.7519894,-5.1670084,0.09772036
5991,CN(C)CC1=CC=C(NC(=O)C2(NC(=O)OCC3C4=CC=CC=C4C4=CC=CC=C43)CC2)C(F)=C1,4.544702,-5.206381,1.4833461
5992,N#CC1=CSC=C1C(=O)OCC1CC2CCC1C2,3.4312403,-4.0119295,-0.6130842
5993,NC1CCN(C2=CC(C3=NC(C4CCCN4)=NO3)=CC=N2)CC1,4.2984505,-4.285201,0.022552196
5994,COC(=O)[C@@H]1CN(C(=O)C2=CC=CC=C2N2N=CC(Cl)=C(Cl)C2=O)C[C@H]1C,4.4768753,-4.499028,0.8021608
5995,O=C(CN1CCC2=CC=CC=C21)NC1CN(C(=O)C2=CC(=O)[NH]C(C3CC3)=N2)C1,4.0918145,-4.5303125,0.18748483
5996,CN1[NH]C=C2C1=NC=CC2=NC(=O)NC(CNC(=O)OC(C)(C)C)C1=CC=C2C=CC=CC2=C1,4.4407873,-5.178462,0.5429711
5997,CN(C(=O)C1COC2=C(F)C=C(F)C=C2C1)C1(CN)CCOC1,3.9067702,-4.849474,1.1539669
5998,CCCC(=O)NCCC1=CC=C(CNC(=O)C2=CC=C(C)C(Cl)=C2)C=C1,4.305726,-4.5356765,0.50657314
5999,CC(C)(NC(=O)C1=NC=C(F)C=C1F)C1=CC=C(Br)C=C1,3.7525463,-4.286081,-0.5518314
6000,NC(=O)CC1=C(C(=O)N2CCC(N(CCO)C(=O)C3CC34CC4)CC2)C=CO1,3.7025285,-5.2918267,0.55147725
6001,CCCN1CC(CNC2=NC(C)=C(C(=O)NC)S2)CC1=O,3.8986382,-3.73625,0.15520257
6002,COC1=CC(C2SCCS2)=CC=C1OCC(CC(C)C)OC,4.359035,-4.9668837,0.5500114
6003,CC1=NOC(CC(=O)OC2CCC3COCCC3C2)=C1,3.8599806,-4.2487993,-0.17266384
6004,CSC1=NC=C2C(NCC3CCCN3CCCO)=NC=CC2=N1,3.8363767,-3.9805622,0.5244918
6005,CCC(C)NC(=O)C1=CC=CC(CN2C(C(C)CC)=NN=C2N(CC)C2CC2)=C1,4.2949266,-5.1282043,0.7926895
6006,CCC(NCC1=CN=C(CCOC)S1)C1=NC(C)=CS1,3.6811996,-3.805834,0.10696284
